World Championship (2025 format),,,,,,,,,,,,World Championship (2027 format),,,,,,,,,,,,
238,35,,,,,,,,,,,,,,,,,,,,,,,
239,35,,,,,,,,,,,,,,,,,,,,,,,
240,35,,,,,,,,,,,,,,,,,,,,,,,
241,35,,,,,,,,,,,,,,,,,,,,,,,
242,35,,,,,,,,,,,,,,,,,,,,,,,
243,35,,,,,,,,,,,,,,,,,,,,,,,
244,35,,,,,,,,,,,,,,,,,,,,,,,
245,35,,,,,,,,,,,,,,,,,,,,,,,
246,35,,,,,,,,,,,,,,,,,,,,,,,
247,35,,,,,,,,,,,,,,,,,,,,,,,
248,35,,,,,,,,,,,,,,,,,,,,,,,
249,35,,,,,,,,,,,,,,,,,,,,,,,
250,35,,,,,,,,,,,,,,,,,,,,,,,
251,35,,,,,,,,,,,,,,,,,,,,,,,
252,30,,,,,,,,,,,,,,,,,,,,,,,
253,30,,,,,,,,,,,,,,,,,,,,,,,
254,30,,,,,,,,,,,,,,,,,,,,,,,
255,30,,,,,,,,,,,,,,,,,,,,,,,
256,30,,,,,,,,,,,,,,,,,,,,,,,
257,30,,,,,,,,,,,,,,,,,,,,,,,
258,30,,,,,,,,,,,,,,,,,,,,,,,
259,30,,,,,,,,,,,,,,,,,,,,,,,
260,30,,,,,,,,,,,,,,,,,,,,,,,
261,30,,,,,,,,,,,,,,,,,,,,,,,
262,30,,,,,,,,,,,,,,,,,,,,,,,
263,30,,,,,,,,,,,,,,,,,,,,,,,
264,30,,,,,,,,,,,,,,,,,,,,,,,
265,30,,,,,,,,,,,,,,,,,,,,,,,
266,30,,,,,,,,,,,,,,,,,,,,,,,
267,30,,,,,,,,,,,,,,,,,,,,,,,
268,30,,,,,,,,,,,,,,,,,,,,,,,
269,30,,,,,,,,,,,,,,,,,,,,,,,
270,30,,,,,,,,,,,,,,,,,,,,,,,
271,30,,,,,,,,,,,,,,,,,,,,,,,
272,30,,,,,,,,,,,,,,,,,,,,,,,
273,30,,,,,,,,,,,,,,,,,,,,,,,
274,30,,,,,,,,,,,,,,,,,,,,,,,
275,30,,,,,,,,,,,,,,,,,,,,,,,
276,30,,,,,,,,,,,,,,,,,,,,,,,
277,30,,,,,,,,,,,,,,,,,,,,,,,
278,30,,,,,,,,,,,,,,,,,,,,,,,
279,30,,,,,,,,,,,,,,,,,,,,,,,
280,30,,,,,,,,,,,,,,,,,,,,,,,
281,30,,,,,,,,,,,,,,,,,,,,,,,
282,30,,,,,,,,,,,,,,,,,,,,,,,
283,30,,,,,,,,,,,,,,,,,,,,,,,
284,30,,,,,,,,,,,,,,,,,,,,,,,
285,30,,,,,,,,,,,,,,,,,,,,,,,
286,30,,,,,,,,,,,,,,,,,,,,,,,
287,30,,,,,,,,,,,,,,,,,,,,,,,
288,30,,,,,,,,,,,,,,,,,,,,,,,
289,30,,,,,,,,,,,,,,,,,,,,,,,
290,30,,,,,,,,,,,,,,,,,,,,,,,
291,30,,,,,,,,,,,,,,,,,,,,,,,
292,30,,,,,,,,,,,,,,,,,,,,,,,
293,30,,,,,,,,,,,,,,,,,,,,,,,
294,30,,,,,,,,,,,,,,,,,,,,,,,
295,30,,,,,,,,,,,,,,,,,,,,,,,
296,30,,,,,,,,,,,,,,,,,,,,,,,
297,30,,,,,,,,,,,,,,,,,,,,,,,
298,30,,,,,,,,,,,,,,,,,,,,,,,
299,30,,,,,,,,,,,,,,,,,,,,,,,
300,30,,,,,,,,,,,,,,,,,,,,,,,
301,30,,,,,,,,,,,,,,,,,,,,,,,
302,30,,,,,,,,,,,,,,,,,,,,,,,
303,30,,,,,,,,,,,,,,,,,,,,,,,
304,30,,,,,,,,,,,,,,,,,,,,,,,
305,30,,,,,,,,,,,,,,,,,,,,,,,
306,30,,,,,,,,,,,,,,,,,,,,,,,
307,30,,,,,,,,,,,,,,,,,,,,,,,
308,30,,,,,,,,,,,,,,,,,,,,,,,
309,30,,,,,,,,,,,,,,,,,,,,,,,
310,30,,,,,,,,,,,,,,,,,,,,,,,
311,30,,,,,,,,,,,,,,,,,,,,,,,
312,30,,,,,,,,,,,,,,,,,,,,,,,
313,30,,,,,,,,,,,,,,,,,,,,,,,
314,30,,,,,,,,,,,,,,,,,,,,,,,
315,30,,,,,,,,,,,,,,,,,,,,,,,
316,27,,,,,,,,,,,,,,,,,,,,,,,
317,27,,,,,,,,,,,,,,,,,,,,,,,
318,27,,,,,,,,,,,,,,,,,,,,,,,
319,27,,,,,,,,,,,,,,,,,,,,,,,
320,27,,,,,,,,,,,,,,,,,,,,,,,
321,27,,,,,,,,,,,,,,,,,,,,,,,
322,27,,,,,,,,,,,,,,,,,,,,,,,
323,27,,,,,,,,,,,,,,,,,,,,,,,
324,27,,,,,,,,,,,,,,,,,,,,,,,
325,27,,,,,,,,,,,,,,,,,,,,,,,
326,27,,,,,,,,,,,,,,,,,,,,,,,
327,27,,,,,,,,,,,,,,,,,,,,,,,
328,27,,,,,,,,,,,,,,,,,,,,,,,
329,27,,,,,,,,,,,,,,,,,,,,,,,
330,27,,,,,,,,,,,,,,,,,,,,,,,
331,27,,,,,,,,,,,,,,,,,,,,,,,
332,27,,,,,,,,,,,,,,,,,,,,,,,
333,27,,,,,,,,,,,,,,,,,,,,,,,
334,27,,,,,,,,,,,,,,,,,,,,,,,
335,27,,,,,,,,,,,,,,,,,,,,,,,
336,27,,,,,,,,,,,,,,,,,,,,,,,
337,27,,,,,,,,,,,,,,,,,,,,,,,
338,27,,,,,,,,,,,,,,,,,,,,,,,
339,27,,,,,,,,,,,,,,,,,,,,,,,
340,27,,,,,,,,,,,,,,,,,,,,,,,
341,27,,,,,,,,,,,,,,,,,,,,,,,
342,27,,,,,,,,,,,,,,,,,,,,,,,
343,27,,,,,,,,,,,,,,,,,,,,,,,
344,27,,,,,,,,,,,,,,,,,,,,,,,
345,27,,,,,,,,,,,,,,,,,,,,,,,
346,27,,,,,,,,,,,,,,,,,,,,,,,
347,27,,,,,,,,,,,,,,,,,,,,,,,
348,20,,,,,,,,,,,,,,,,,,,,,,,
349,20,,,,,,,,,,,,,,,,,,,,,,,
350,20,,,,,,,,,,,,,,,,,,,,,,,
351,20,,,,,,,,,,,,,,,,,,,,,,,
352,20,,,,,,,,,,,,,,,,,,,,,,,
353,20,,,,,,,,,,,,,,,,,,,,,,,
354,20,,,,,,,,,,,,,,,,,,,,,,,
355,20,,,,,,,,,,,,,,,,,,,,,,,
356,20,,,,,,,,,,,,,,,,,,,,,,,
357,20,,,,,,,,,,,,,,,,,,,,,,,
358,20,,,,,,,,,,,,,,,,,,,,,,,
359,20,,,,,,,,,,,,,,,,,,,,,,,
360,20,,,,,,,,,,,,,,,,,,,,,,,
361,20,,,,,,,,,,,,,,,,,,,,,,,
362,20,,,,,,,,,,,,,,,,,,,,,,,
363,20,,,,,,,,,,,,,,,,,,,,,,,
364,20,,,,,,,,,,,,,,,,,,,,,,,
365,20,,,,,,,,,,,,,,,,,,,,,,,
366,20,,,,,,,,,,,,,,,,,,,,,,,
367,20,,,,,,,,,,,,,,,,,,,,,,,
368,20,,,,,,,,,,,,,,,,,,,,,,,
369,20,,,,,,,,,,,,,,,,,,,,,,,
370,20,,,,,,,,,,,,,,,,,,,,,,,
371,20,,,,,,,,,,,,,,,,,,,,,,,
372,20,,,,,,,,,,,,,,,,,,,,,,,
373,20,,,,,,,,,,,,,,,,,,,,,,,
374,20,,,,,,,,,,,,,,,,,,,,,,,
375,20,,,,,,,,,,,,,,,,,,,,,,,
376,20,,,,,,,,,,,,,,,,,,,,,,,
377,20,,,,,,,,,,,,,,,,,,,,,,,
378,20,,,,,,,,,,,,,,,,,,,,,,,
379,20,,,,,,,,,,,,,,,,,,,,,,,
